City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
350,kalemie,-5.9475,29.1947,21.5,84,89,1.26,CD,1670101595
351,palmer,42.1584,-72.3287,13.47,84,100,7.2,US,1670101597
352,cayenne,4.9333,-52.3333,24.02,94,75,1.03,GF,1670101600
353,nelson bay,-32.7167,152.15,18.89,90,11,0.89,AU,1670101602
354,adrar,20.5022,-10.0711,20.6,24,40,1.08,MR,1670101604
355,san policarpo,12.1791,125.5072,26.7,85,99,4.48,PH,1670101607
356,bairiki,1.3292,172.9752,29.0,74,20,5.14,KI,1670101609
357,balkanabat,39.5108,54.3671,3.96,36,92,1.78,TM,1670101611
358,ratnagiri,16.9833,73.3,24.71,64,52,1.27,IN,1670101613
359,visby,57.6409,18.296,1.7,75,100,5.14,SE,1670101616
360,angoche,-16.2325,39.9086,25.54,86,92,3.5,MZ,1670101618
361,krasnoselkup,65.7,82.4667,-23.27,100,100,2.71,RU,1670101620
362,manado,1.487,124.8455,24.43,94,40,0.51,ID,1670101371
363,fukuma,33.7667,130.4667,10.16,75,100,2.05,JP,1670101625
